External_Id__c,AccountSource,Industry,Rating,Type,AnnualRevenue,Credit_Score__c,Days_Since_Last_Purchase__c,Transactions__c,NumberOfEmployees,Name,Errors,Id
439,Other,Finance,Unrated,Installation Partner,55041.59,422.22,264,10,418,Other-00000-439,,00111000028LUZeAAO
440,Phone Inquiry,Construction,Cold,Customer - Direct,32628.13,566.4,228,16,250,Phone Inquiry-00000-440,,00111000028LUZfAAO
441,Purchased List,Finance,Cold,Customer - Direct,51685.27,445.24,196.5,18,198,Purchased List-00000-441,,00111000028LUZgAAO
442,Phone Inquiry,Finance,Hot,Customer - Channel,62961.49,14.37,142.5,13,718,Phone Inquiry-00000-442,,00111000028LUZhAAO
443,Purchased List,Construction,Unrated,Installation Partner,34739.04,153.11,300,19,420,Purchased List-00000-443,,00111000028LUZiAAO
444,Partner Referral,Agriculture,Warm,Prospect,32637.81,332.41,241.5,17,571,Partner Referral-00000-444,,00111000028LUZjAAO
445,Other,Finance,Unrated,Installation Partner,54790.84,352.12,39,11,735,Other-00000-445,,00111000028LUZkAAO
446,Other,Finance,Hot,Prospect,39474.5,407.93,250.5,15,499,Other-00000-446,,00111000028LUZlAAO
447,Web,Agriculture,Cold,Customer - Direct,63525.43,311.76,300,15,135,Web-00000-447,,00111000028LUZmAAO
448,Phone Inquiry,Telecommunications,Primer,Customer - Channel,9566.95,415.64,363,12,402,Phone Inquiry-00000-448,,00111000028LUZnAAO
449,Purchased List,Agriculture,Primer,Prospect,38928.51,545.24,115.5,18,262,Purchased List-00000-449,,00111000028LUZoAAO
450,Phone Inquiry,Finance,Cold,Installation Partner,17916.21,438.85,246,14,617,Phone Inquiry-00000-450,,00111000028LUZpAAO
451,Phone Inquiry,Finance,Unrated,Customer - Direct,50215.25,247.79,286.5,16,456,Phone Inquiry-00000-451,,00111000028LUZqAAO
452,Other,Agriculture,Cold,Installation Partner,3815.79,637.48,232.5,11,433,Other-00000-452,,00111000028LUZrAAO
453,Other,Construction,Warm,Prospect,48231.59,37.04,354,12,487,Other-00000-453,,00111000028LUZsAAO
454,Web,Machinery,Cold,Installation Partner,16896.31,211.98,412.5,16,44,Web-00000-454,,00111000028LUZtAAO
455,Phone Inquiry,Finance,Hot,Customer - Direct,61769.42,480.2,120,16,324,Phone Inquiry-00000-455,,00111000028LUZuAAO
456,Partner Referral,Finance,Warm,Installation Partner,60776.91,274.37,160.5,19,301,Partner Referral-00000-456,,00111000028LUZvAAO
457,Other,Telecommunications,Warm,Customer - Channel,64690.22,181.78,169.5,20,99,Other-00000-457,,00111000028LUZwAAO
458,Purchased List,Finance,Warm,Installation Partner,55220.79,13.89,241.5,20,286,Purchased List-00000-458,,00111000028LUZxAAO
459,Phone Inquiry,Construction,Unrated,Installation Partner,17528.94,354.41,250.5,18,556,Phone Inquiry-00000-459,,00111000028LUZyAAO
460,Other,Agriculture,Warm,Customer - Channel,81481.89,52.89,115.5,18,27,Other-00000-460,,00111000028LUZzAAO
461,Web,Telecommunications,Warm,Installation Partner,56280.11,504.88,178.5,14,367,Web-00000-461,,00111000028LUa0AAG
462,Partner Referral,Telecommunications,Unrated,Other,72788.32,401.08,214.5,11,282,Partner Referral-00000-462,,00111000028LUa1AAG
463,Purchased List,Machinery,Primer,Other,32576.56,431.43,259.5,15,524,Purchased List-00000-463,,00111000028LUa2AAG
464,Web,Agriculture,Warm,Installation Partner,16775.37,427.26,336,16,302,Web-00000-464,,00111000028LUa3AAG
465,Other,Machinery,Warm,Installation Partner,21586.37,465.74,291,16,407,Other-00000-465,,00111000028LUa4AAG
466,Partner Referral,Agriculture,Unrated,Customer - Direct,18938.81,399.33,403.5,13,43,Partner Referral-00000-466,,00111000028LUa5AAG
467,Other,Telecommunications,Cold,Other,41386.79,41.65,372,13,468,Other-00000-467,,00111000028LUa6AAG
468,Partner Referral,Machinery,Unrated,Customer - Channel,3716.71,433.41,408,11,99,Partner Referral-00000-468,,00111000028LUa7AAG
469,Other,Construction,Cold,Installation Partner,64051.55,352.29,156,17,388,Other-00000-469,,00111000028LUa8AAG
470,Web,Telecommunications,Primer,Other,33597.88,563.04,75,14,600,Web-00000-470,,00111000028LUa9AAG
471,Web,Telecommunications,Unrated,Prospect,58415.67,333.67,183,18,377,Web-00000-471,,00111000028LUaAAAW
472,Other,Machinery,Unrated,Prospect,6981.9,162.98,295.5,20,450,Other-00000-472,,00111000028LUaBAAW
473,Phone Inquiry,Agriculture,Hot,Other,55541.42,384.35,255,15,362,Phone Inquiry-00000-473,,00111000028LUaCAAW
474,Purchased List,Finance,Warm,Customer - Channel,60991.7,198.63,295.5,14,433,Purchased List-00000-474,,00111000028LUaDAAW
475,Phone Inquiry,Machinery,Cold,Customer - Direct,13422.6,535.54,340.5,13,175,Phone Inquiry-00000-475,,00111000028LUaEAAW
476,Other,Machinery,Cold,Other,20195.38,133.81,196.5,17,792,Other-00000-476,,00111000028LUaFAAW
477,Purchased List,Agriculture,Warm,Other,55373.05,213.95,43.5,16,714,Purchased List-00000-477,,00111000028LUaGAAW
478,Purchased List,Agriculture,Cold,Prospect,64900.1,527.62,142.5,10,340,Purchased List-00000-478,,00111000028LUaHAAW
479,Web,Finance,Cold,Prospect,21949.86,368.03,304.5,16,484,Web-00000-479,,00111000028LUaIAAW
480,Web,Agriculture,Cold,Prospect,18719.9,148.68,367.5,19,208,Web-00000-480,,00111000028LUaJAAW
481,Web,Construction,Primer,Installation Partner,65929.95,32.61,201,12,655,Web-00000-481,,00111000028LUaKAAW
482,Partner Referral,Telecommunications,Warm,Other,3106.06,381.58,178.5,22,146,Partner Referral-00000-482,,00111000028LUaLAAW
483,Purchased List,Construction,Hot,Customer - Channel,13243.84,338.15,300,14,637,Purchased List-00000-483,,00111000028LUaMAAW
484,Purchased List,Finance,Unrated,Prospect,81150.71,198.99,232.5,14,181,Purchased List-00000-484,,00111000028LUaNAAW
485,Other,Telecommunications,Unrated,Customer - Direct,58500.27,207.62,363,14,40,Other-00000-485,,00111000028LUaOAAW
486,Web,Telecommunications,Warm,Prospect,15541.21,414.58,300,11,612,Web-00000-486,,00111000028LUaPAAW
487,Partner Referral,Finance,Unrated,Customer - Channel,21482.47,413.44,187.5,13,744,Partner Referral-00000-487,,00111000028LUaQAAW
488,Purchased List,Finance,Hot,Customer - Channel,33099.4,478.38,219,19,234,Purchased List-00000-488,,00111000028LUaRAAW
489,Phone Inquiry,Machinery,Warm,Customer - Direct,46146.43,113.34,268.5,18,431,Phone Inquiry-00000-489,,00111000028LUaSAAW
490,Phone Inquiry,Telecommunications,Primer,Prospect,63703.68,21.08,75,17,641,Phone Inquiry-00000-490,,00111000028LUaTAAW
491,Web,Telecommunications,Warm,Installation Partner,24831.3,306.62,174,22,215,Web-00000-491,,00111000028LUaUAAW
492,Phone Inquiry,Machinery,Unrated,Installation Partner,52591.52,280.56,43.5,22,37,Phone Inquiry-00000-492,,00111000028LUaVAAW
493,Partner Referral,Telecommunications,Cold,Installation Partner,27722.43,314.84,300,11,653,Partner Referral-00000-493,,00111000028LUaWAAW
494,Purchased List,Agriculture,Primer,Other,43028.99,419.49,160.5,20,282,Purchased List-00000-494,,00111000028LUaXAAW
495,Phone Inquiry,Telecommunications,Primer,Prospect,23553.76,37.29,412.5,11,480,Phone Inquiry-00000-495,,00111000028LUaYAAW
496,Web,Machinery,Primer,Customer - Channel,55600.7,617.25,88.5,14,213,Web-00000-496,,00111000028LUaZAAW
497,Partner Referral,Finance,Cold,Customer - Channel,30687.68,470.67,129,13,703,Partner Referral-00000-497,,00111000028LUaaAAG
498,Partner Referral,Finance,Hot,Customer - Channel,46076.18,540.45,102,19,58,Partner Referral-00000-498,,00111000028LUabAAG
499,Purchased List,Machinery,Cold,Prospect,62971.56,230.19,246,15,449,Purchased List-00000-499,,00111000028LUacAAG
